tweet,existence
"New federal office for global warming by Jennifer Haberkorn, Washington Times http://bit.ly/bOOrLk #climategate",1
"Sir David King: Half Right on the IPCC and Global Warming Policies, Despite Bad Logic http://bit.ly/blSiI2",1
"RT @sbthistle: More snow 4 DC. Hope anti-climate change members of Congress & lobbyists, r paying attention. http://tinyurl.com/yedwvex #co2",1
"No weather event can be attributed exclusively to climate change, but heavier precipitation is consistent w/ climate scientists' theories.",1
"RT @usnoaagov: Com. Sec. Locke: ""NOAA Climate Service will help tackle head-on the challenges of mitigating and adapting to climate change.""",1
10 to 20 inches for D.C. region Tuesday into Wednesday? Stop the global warming! http://ow.ly/15hyn #Snowpocalypse @KEder @wikipublius,1
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/cXYmem #tcot",1
RT @NASA: Our colleagues at NOAA have launched a special climate service to track climate change trends at Climate.gov,1
RT @txvoodoo: Dr Jeff Masters of @wunderground has a great blog about storms & global warming: http://is.gd/7YoX4,1
Water at core of climate change impacts: experts http://bit.ly/9lFhiP ...,1
@notlarrysabato and RFK Jr was tlkibg last yr about how global warming has made DC metro snowless.,1
"Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/ceX6Hi (via @treehugger + @NatalieLin)",1
Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ,1
NOAA: Blizzard Rearranges Climate Change Announcement http://dlvr.it/1XLW,1
Global warming deniers need to STFU. Climate change causes an increase in GLOBAL (not necessarily local) temps & larger storms. And oh look!,1
US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: New York Times (blog) The Obama administr... http://nyti.ms/ae6mk0,1
[...] and Reduce Greenhouse Gas Emissions  That Cause Global Warming Until Unemployment Drops Below Specified Level for Full Year,1
RT @Dofang Batman said it best on global warming: http://twitpic.com/11rlcm,1
Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ,1
"RT @DougBenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",1
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/0ugJ",1
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/Y4pz",1
"RT @senatus: Despite long odds, outside groups are continuing to push the Senate on a climate change bill - http://is.gd/7XYkr",1
UN Environment Programme head defends conclusions of landmark climate change report: http://is.gd/7WkIo (via @UN),1
"Oceans reveal further impacts of climate change, says UAB expert http://bit.ly/OceanImpacts (via @EcoInteractive)",1
Heading to Clarendon in global warming shirt. Will it get me laughs or get me shanked? We'll find out! #snowpocalypse,1
"@raygrantdotcom You know, a theory of global warming effect is that North Atlantic actually cools as polar ice melts, cutting of Gulf Stream",1
"Due to the snow (aka, global warming), Starbucks near me ran out of coffee!! What?!?",1
"NOAA announces new climate change ""portal"" www.climate.gov and plans for a Climate Service to provide data http://www.noaa.gov/climate.html",1
US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change - New York Times (blog).. http://bit.ly/cxHD7l #obama',1
"#Commerce @SecLocke on #WhiteHouse #Climate Service proposal: ""Whether we like it or not, climate change represents a real threat.""",1
"NOAA has unveiled a clearinghouse of NOAA climate change info, products & svcs at www.climate.gov",1
@ewerickson FWIW the idea of a national climate service started under Bush and it has nothing to do with global warming.,1
RT @Earthscan: There are a few well-worn arguments that people who do not want to believe that climate change is a reality......,1
@washpost NOAA reorganization would provide more info on global warming: http://bit.ly/agqiIf #ocean #climate #acidification,1
"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1
I hate when morons think that when we get snow it means there's no global warming. It is called CLIMATE CHANGE! Wake the F up!,1
"RT @MISSMYA: ""Many believe global warming's from man made pollution, but planetary alignments hv a big influence on weather&all aspects of life on Earth""",1
New Federal Climate Change Agency Forming: By RANDOLPH E. SCHMID AP Science Writer AP The Obama administration on ... http://bit.ly/aXswH4,1
RT @fredthompson UN Global Warming chair says skeptics can't tell asbestos from talcum pwdr. At least they can tell science from a snow job.,1
"@dcseth my ""side"" is science, & it's well-founded. Politics involved, but only b/c we have to deal w/ your climate change denying nonsense.",1
"To clarify, here: I am an environmentalist. @dcseth is a climate change denier. You are witnessing an argument.",1
"@dcseth I'm sure you're a decent human, but if youre trying to make climate change political, hard for me to respect any of your opinions.",1
"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1
"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1
"Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",1
Woot! RT @alexpriest: RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,1
RT @bradplumer Tea-party gang now focused on scuttling California's global-warming law: http://bit.ly/dB1PYw,1
New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,1
New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,1
@dcseth oh good god don't tell me you're a climate change denier too,1
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,1
Making Ripples: post-corporate adventures in Floyd County Virginia: Is this a preview of the climate change to come? http://j.mp/cTBnzw,1
Business Section... NOAA reorganizes to provide more info on global warming: The Obama administration launched a n... http://bit.ly/9c2kEc,1
Lobbyists rush to block EPA action on #climate change http://bit.ly/d5lq3G,1
"With climate change, birds are taking off for migration sooner ...: Migrating birds can and do keep their travel d... http://bit.ly/90jgQn",1
"Just in time for #snomg! RT @BreakingNews: Obama admin forms Climate Service, a new agency to study and report on global warming -AP #tcot",1
Green Police! RT @peterdaou: Department of Defense states that climate change is a national security threat http://bit.ly/cIN1aK,1
"Disclosing the Real Risks on Climate Change by Paul Driessen, TownHall.com http://bit.ly/8YJBQ7",1
China Daily: The rich world will never accept the findings of #climate change till there is money to be made http://icio.us/bl2v3j,1
"Part of the problem with state/county ""Balanced Budget"" laws are storms like this. With Global Warming, emergencies like this will increase.",1
"RFK, Jr., not too long ago: Global warming means no snow in D.C. http://bit.ly/4x6PvE #shovelready",1
Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius,1
"@bmorehousehoney that's why the science community has pushed so hard for the term ""Climate Change"" - warming is misleading...",1
Report: open green tech and open business models for climate-change oriented technology transfer http://bit.ly/biHivG,1
Climate change is transforming the Arctic environment faster than expected (ENN.com) http://www.enn.com/ecosystems/article/40994,1
"Fighting Climate Change is a Business Model - As governments struggle to solve the climate change crisis, who's ste... http://ow.ly/16wGC9",1
"@TraciKnoppe After 27"" on Saturday, we're supposed to get 10 more tomorrow into Wednesday. Must be global warming!",1
just saw someone post on FB that #snowpocalypse must be proof that global warming is a myth. calling him a moron probably isn't productive.,1
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC (Examiner): http://bit.ly/76Gtnu #tcot",1
Naomi Klein on CSPAN: Climate change causing island extinction within 50 years.,1
Restoration of Australian landscape enhances adaptability to climate change: http://bit.ly/9UUIi9,1
Climate change is transforming the Arctic environment faster than expected & accelerating the disappearance of sea ice: http://bit.ly/afeLtO,1
RT @Hesperian: World People's Conference on Climate Change starts today in Bolivia! #cochabamba @boliviaun http://ow.ly/1AoQX,1
On my way to Italy  - if I can figure out how to get to Dulles. Battling the climate in the fight to end climate change!,1
CFP for conference on #indigenous approaches to #environment & #climate change http://bit.ly/dja0A4,1
RT @HitTheRoadCa: Join the Peoples Conference on Climate Change live at http://envivocmpcc.org.bo #ecomonday #cmpcc #wpccc #cochabamba,1
Global warming lights a fire under beer prices: http://bit.ly/c6UVOu,1
Pollster on rapidly collapsing public belief in man-made global warming:  'It is very unusual indeed t... http://bit.ly/bVM4zN #climategate,1
RT @Qorianka World People's Conference on Climate Change and the Rights of Mother Earth: http://is.gd/bzHOa  #cochabamba,1
Invasive News: Invasive Species Thriving in Period of Climate Change - World Sentinel: Invasive Species Thriving i... http://bit.ly/dmimzF,1
New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F,1
New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F,1
Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd,1
Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd,1
"What's Hot: Seattle Takes on the Junk Mail Industry: When it comes to curbing climate change, some things are easi... http://bit.ly/buTsNb",1
"RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",1
Least favorite aspect of a snowstorm: encourages the rightwing nutcases inveighing global warming as a hoax.,1
Rather amused at climate change deniers who wryly refer to snow as 'global warming' -- they're a bit closer to the mark than they think.,1
What's Hot: Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber:  You've probably heard about the... http://bit.ly/9Eiqz4,1
Digg up our question to Toyota COO to Put the Brakes on Climate Change! http://bit.ly/9jFhyk We can win this like we won @citizentube!,1
#home OT - Can I reschedule my global warming pitch?: Just think if you finally got on the schedule to do a pitch ... http://bit.ly/daukSy,1
I can practically hear all of the #climate change deniers frothing at the mouth over this snowstorm. So sad they confuse weather & climate.,1
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,1
RT @proenergy: Oceans reveal further impacts of climate change http://bit.ly/9PlqYk,1
Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius,1
"RT @glbarry: Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",1
Robert S. Eshelman: World People's Conference on Climate Change and the Rights of Mother Earth kicks off in Boliv... http://huff.to/cWnaC8,1
Harsh Winter Caused by Climate Change: http://www.mnn.com/earth-matters/climate-change/stories/harsh-winter-caused-by-climate-change,1
"[@climatebrad] At Behest Of King Coal And Big Ag, Ike Skelton And Collin Peterson Try To Outlaw Global Warming http://ow.ly/16vYfp",1
"Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate.""",1
If global warming gets any worse I am going to have to buy a snow blower,1
Climate Change and Invasive Species http://bit.ly/dbH9lu via #climatechange #wildlife #invasive,1
"Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb",1
This #snowpocalypse reminds me we need to redouble our efforts to fight anthropogenic global warming.,1
RT @GoodClimateJM: Part 1 of a three part series about the challenges of communicating climate change. http://jm.ly/fh5UVC,1
The Global Warming Guerrillas http://bit.ly/91xRVP,1
@mikekruger not saying that climate change isn't possible but man-made is. look at unaltered models. C02 levels higher in ice age,1
OMG Bill O'Reilly this is not fucking up for debate climate change is real and it's manmade aslkdgldkhag;odskjhyagpo #climatechange,1
I hate winter.  I'm a big fan of global warming. #thatsright,1
@argylestyle I'm prepared to get on a plane & punch my first FB friend who points to this storm as evidence of global warming being a hoax.,1
@MargaretKinney oddball winter weather has been linked to global warming. Check out the story on the @NWF *****homepage: http://www.nwf.org,1
Check out a report from The Overwhelming Evidence of Global Warming in DC! (#teaparty #tcot #Beck #GOP #Obama  live at http://ustre.am/6nIp),1
"Someone let them know that global warming does not connote higher physical temperatures, please.",1
Invasive News: Invasive Species Thriving in Period of Climate Change - India Business Blog (blog): Invasive Specie... http://bit.ly/aNGpE2,1
New blog post: 12 Inches of Global Warming (Video) http://bit.ly/bAEaJd #tcot,1
The GOP really cannot grasp that snow in one state doesn't refute global climate change. Idiots: http://ow.ly/14oBf,1
Concisely put. RT @lauraolin:A link to send all the idiots who think this year's storms mean global warming is a farce: http://bit.ly/6ocFSK,1
"#HouseGOP Wow. There is serious ""overwhelming evidence of global warming"" falling from the sky in DC right now! Up to 30"" of it=RECORD #tcot",1
"#ANTISCIENCE #GOP #FAIL RT @climatebrad: Seriously, ""12 inches of global warming?"" This is killer stupid. http://bit.ly/cWGVaD #climate",1
RT @alexlundry: Tempted to unfollow anyone that conflates #snOMG with global warming skepticism.,1
Invasive News: Invasive Species Thriving in Period of Climate Change - Einnews Portugal: India TalkiesInvasive Spe... http://bit.ly/a3zJSd,1
Just attended an excellent EDF Board meeting http://bit.ly/61N0U Great eco policy shop. Present challenges on global warming front.,1
"What's New: Forests Are Growing Faster, Climate Change Appears To Driving Accelerated Growth (Feb 1, 2010) http://bit.ly/9XHCRB",1
Videos:  How we know humans are changing the climate and climate change is a clear and present danger http://bit.ly/biQnl0,1
http://bit.ly/fG3j Farm costs headed up says study of climate-change legislation ... http://bit.ly/bCwVk3,1
"CBS: Global Warming Science Sound, ClimateGate Just a PR Problem http://ow.ly/16vzpO",1
RT @keder    RT @DaggettBeaver: Washington DC is going to have to shovel up to 2 feet of global warming. #tcot #p2,1
"*waiting for Drudge to juxtapose a story about #Snowmageddon with one about climate change, with a corny joke/caption* only a matter of time",1
RT @DaggettBeaver: Washington DC is going to have to shovel up to 2 feet of global warming. #tcot #p2,1
[@ClimateProgress] Energy and Global Warming News for February 5: How activists took on oil companies; Calif. regul... http://ow.ly/16vxYn,1
Now Tibet takes a hit with global warming as temperatures reach a record high! #green http://icio.us/of2mts,1
"CBS: Global Warming Science Sound, ClimateGate Just a PR Problem http://ow.ly/14jVj #tcot #iamthemob",1
RT @milesgrant: Virginia Republican Party mocks those who trust science of global warming - like Bob McDonnell: http://ow.ly/14jM0,1
Homes that are subject to #climate change (pictures): http://ow.ly/14iFF,1
Bulgaria Antarctic Expedition Partakes in Climate Change Research http://bit.ly/bTvjq1,1
Obama won't protect pika endangered by climate change http://bit.ly/bTyNEH,1
OL News: Oceans Reveal Further Impacts of Climate Change http://bit.ly/9GQoBz,1
Another Epic Snowstorm in DC: And Other Climate Change Surprises #climate http://bit.ly/bGUyv0,1
RT @sciencedaily: Stratospheric Water Vapor is a Global Warming Wild Card: A 10 percent drop in water vapor ten miles above Earth's ... http://bit.ly/bVEsWa,1
Malthusian failure. // RT @TelegraphNews India forms new climate change body http://bit.ly/dCOe4U,1
Could #Climate Change be contributing to this ?...#snOMG'#snopocalypse #snowmageddon #snOMGasm http://bit.ly/cSwqMw,1
@devhammer unlesss global warming will stop the snow fall ;),1
"While I wait in DC for blizzard, a reminder that waves of weird, wet snowbombs are consistent with global warming. Video: http://j.mp/b4wuRv",1
"RT @fdncenter: Global Philanthropy Forum starts today! View FC presentations on Global Health, Climate Change, more http://bit.ly/atqpmt",1
RT @AGUSciPolicy: AGU cosponsoring #climate change & human health briefing today on Capitol Hill. 11A-12:30P 210 House Cannon & 2P-3:30P 406 Senate Dirksen,1
"best of luck! @alpSCentre: ...if our new ""Centre for Climate Change Adaptation Technologies alpS"" will be funded by Austrian Gov",1
@LamontKingtv LOL I'm just making a funny. But YES global warming is REAL.,1
How Is Denying New Info on Abstinence Any Different from Denying Climate Change? http://bit.ly/9HVgwX,1
"Hot Air Video: O'Reilly vs. Jon Stewart on foreign policy, global warming, Palin: The exciting conclusion to last ... http://bit.ly/aBP34k",1
"ABC labels Pachauri ""leading global warming scientist"" http://bit.ly/cZ56b8",1
"US Government Finds that Pika is ""Not at Risk"" from Climate Change http://bit.ly/bMfu80 #WWFUS #WWF #climate",1
"US Government Finds that Pika is ""Not at Risk"" from Climate Change: The U.S. Government will p... http://bit.ly/bMfu80 #climate #WWFUS #WWF",1
"""Too much change is not a good thing. Just ask the climate."" - Michael Scott #fb",1
"""Too much change is not a good thing; ask the climate"" - Michael Scott",1
"""Too much change is not a good thing. Just ask the climate."" - Michael Scott",1
Too much change is not a good thing.  Ask the climate.,1
"Post: ""Climate Change ""Destabilizing Geopolitical Force"""" http://tinyurl.com/yjlwvyw",1
"Overall, pretty orderly in Target, considering the global warming headed our way...#dc",1
I wonder if the massive snowstorm about to shut down DC is the result of 'global warming'.,1
Bolivian UN Ambassador Pablo Solon on the World Peoples' Summit on Climate Change and Rights of Mother Earth. http://bit.ly/8Z2KyL,1
DailyKos on the military leading on climate change. Why won't Republicans listen to military anymore? http://bit.ly/dAwoPy @operationfree,1
Mann's hockey stick graph that shows humans are causing #climate change is STILL LEGIT after intense scrutiny. http://tinyurl.com/yf9gmoz,1
"RT@rff_org New video: Experts talk climate change, extreme weather, and insuring the next Katrina. http://bit.ly/7Hz0WQ",1
RT @OperationFree Op Free and QDR in sync: climate change threatens national security.  http://bit.ly/aGVNOh,1
RT @sciencedaily: Oceans reveal further impacts of climate change: The increasing acidity of the world's oceans -- and that acidity'... http://bit.ly/9YHS1c,1
Oceans reveal further impacts of climate change: The increasing acidity of the world's oceans -- and that acidity'... http://bit.ly/9YHS1c,1
RT @seeprogress: Posted 'Climate Change Is a Clear and Present Danger' to blip.tv: http://blip.tv/file/3176067,1
"Be sure to check out our Top 40 ""Change Your Climate, Change Our World"" contest videos and leave your comments: http://ow.ly/13Riw",1
YAY another #snowpocalypse is ON. THE. WAY. Dare I say it?... Thanks climate change. And again kicking myself for not bringing my xc skis.,1
NOAA: Sea Grant awards mini-grants to help communities adapt to climate change. http://ow.ly/13WXw,1
RT @milesgrant: I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,1
RT @OperationFree: Op Free and QDR in sync: climate change threatens national security. http://bit.ly/aGVNOh,1
Enlisting a drug discovery technique in the battle against global warming http://bit.ly/byzkWv #climate,1
Invasive #plants are beneficiaries of #climate change in Thoreau's woods http://bit.ly/dtkeBP,1
Check out philanthropy info on climate change from the Foundation Center. http://bit.ly/cEfOiO #green @fdncenter,1
Invasive plants are beneficiaries of climate change in Thoreau's woods : http://eurekalert.org/e/3Jgg @PLoS #EurekAlert,1
Misreading of polls is playing into the hands of #climate change deniers http://bit.ly/9WdznJ,1
#Wetlands & #prairies more sensitive to #climate change than previously thought http://bit.ly/9k84Qh #waterfowl #potholes,1
Preparing for the Global Warming event this weekend. (@ Costco) http://4sq.com/4qG5cH,1
Methane: The New #Climate Change Indicator? http://bit.ly/cLDQGZ (via @huffingtonpost) #green,1
new Foundry post: Climate Change Scientific Consensus Cloudy as Ever http://bit.ly/bXpVUf,1
Bin laden joins global warming doomsayers: http://www.fumento.com/weblog/archives/2010/01/bin_laden_joins.html,1
Our team is mapping geopolitics of climate change this morning. Which countries/blocks do you think are most important? why? /RT @350,1
Global Warming Update http://ow.ly/16uUpb,1
RT @huffingtonpostz Canada's Wolverine Population Declines As Result Of Climate Change http://is.gd/7GSpU &lt;- and lack of more X-Men sequels,1
Expecting 1-2 more feet of global warming this weekend.,1
Intel Threat Assessments on climate change: I compare '09 to '10. Surprisingly interesting: http://bit.ly/92KXhL,1
"Post: ""Drug discovery technique could help in the battle against global warming"" http://tinyurl.com/yjxebsw",1
"Economics and politics align for climate change says pena #RETECH ""energy efficiency in recession requires political will"" #energycollectiv",1
Man I love global warming. #fb,1
I LOVE IT! #Climategate has gone nowhere so global warming deniers have started #Glaciergate! TEH TRUTH IS OUT THERE.,1
Coal Caucus At Odds with Mining Industry on Climate Change http://ow.ly/16uRDK,1
RT @climatedebate: UN official says climate change science robust despite errors in panel ...:  http://bit.ly/9cysf9,1
"Vice President, Climate Change - World Wildlife Fund: We are seeking a Vice President, Climate Change to provide t... http://bit.ly/a18HvB",1
RT @mcmcvey: 3 approaches that will inspire others to take small steps toward transformative change http://bit.ly/9JEhsM #environment #p2 #climate,1
RT @ihatethemedia IHateTheMedia.com gets a message from global warming scientist Koko Warner | IHatetheMedia http://ow.ly/1o56oK #tcot,1
DHS: Fossil Fuels and Climate Change are  'National Threats' http://bit.ly/bTIImM,1
DHS: Fossil Fuels and Climate Change are 'National Threats' http://bit.ly/dlQgDY #TCOT #RS,1
Lovely . . . another foot of global warming coming our way this weekend . . . http://bit.ly/bb0XQo,1
3 approaches that will inspire others to take small steps toward transformative change http://bit.ly/9JEhsM #environment #p2 #climate,1
RT @terryacarter For those doubting global warming because of this snow. Vancouver having warmest Winter on record. It's called a trend line,1
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,1
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,1
RT @kombiz: pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,1
For those of you doubting global warming because of this snow: Vancouver has had it's warmest Winter on record. It's called a trend line.,1
For those of you doubting global warming because of this snow. Vancouver has had it's warmest Winter on record. It's called a trend line.,1
pretty big.. Former Senator Warner ties Climate Change to security issues...  http://bit.ly/9a5S0n,1
"RT @mmfa: Hill devotes article to baseless global warming attacks, Gore bashing: #p2 #noisemachine #climate http://ow.ly/166Bh",1
Libtard Dylan Ratigan explains why massive snow in DC is PROOF of Global Warming http://bit.ly/aLICxl #cbiz #teaparty #tcot #ocra #sgp #912,1
MSNBC Reporter Insists Record Snow Out East Is Due to Global Warming http://tinyurl.com/yjzytto #tcot #ocra,1
"RT @ebertchicago: Many scientists believe the Snowpocalypse is more evidence of Climate Change, a.k.a. warming.",1
RT @OTOOLEFAN I'm embarrassed to live in a country where elected officials cite a snowstorm as proof that global warming is a hoax.,1
wow we had a blizzard & an earthquake. Take that you global warming non-believers!,1
"ENOUGH with the ""what global warming?"" idiocy. It's neither funny nor original, and the bizarre snowfall is a SYMPTOM of climate change.",1
"Can't believe that people think excess snow makes global warming a non-reality... wow, read some books!",1
Unreal: Top Yahoo Headline- 'Analysis: How Global Warming Makes Blizzards Worse' http://tinyurl.com/ykxbolc #tcot #ocra,1
RT @boliviaun: Guardian: Bolivia climate change talks to give poor a voice - Groups on frontline of global warming head to #cochabamba http://is.gd/bywgY,1
RT @sciam: How to Reform the Intergovernmental Panel on Climate Change http://bit.ly/ctvuIh [How about ending it?],1
"Just like Evolution, Climate Change is Real http://post.ly/NBw8",1
RT @Kalel194: Time magazine claims 'Global Warming Makes Blizzards Worse' http://tinyurl.com/yas7en6,1
Global warming will make world more 'fragrant' http://bit.ly/azMqYJ  #tcot #ocra,1
RT @KamaainaInOC: RT@STXherry: RT@slkbrooke: Obama Wants To Make Global Warming Key Element In US Dfnse Strategy http://bit.ly/9jwD1Q #tcot,1
"The Robin Hood tax: A tiny tax on bankers that would give billions to tackle poverty and climate change, here and ... http://bit.ly/9l3zPO",1
RT @boliviaun: Guardian: Bolivia climate change talks to give poor a voice - Groups on frontline of global warming head to #cochabamba http://is.gd/bywgY,1
"http://bit.ly/auiZPZ -Politics, Science Collide Over Recent Snow Storms-Which is why we need to drop 'warming' word,use climate change.",1
@carney don't worry with Global warming you will be at the beach swimming in March,1
Understanding climate change: There's an ap for that http://bit.ly/cnFYZP,1
"Crippled By Blizzard, DC Announces New Global Warming Agency by Phone http://bit.ly/adkfNW  #tcot #ocra",1
Morning everybody. Any of you still skeptical about the effects of global warming?? Or do you think the end is near? #earthquakeinillinois,1
Reading: Global Warming In One State at Power Line http://www.powerlineblog.com/archives/2010/02/025557.php,1
RT @Drudge_Report: TIME MAG:  How Global Warming Makes Blizzards Worse... http://drudge.tw/9oXiLZ = FAIL.,1
U.S. Climate Change Portal Could Birth Entirely New Industries http://www.fastcompany.com/15437... Read more at http://bit.ly/9Z5WKf,1
SEC Follows Through with Guidance Regarding Disclosure of Climate Change Risks and Opportunitie... Read more at http://bit.ly/9HQoEQ,1
the snowpocalypse in the jerz is really subpar so far.  i finally believe in global warming.,1
Check this video out -- Hitler was behind Global Warming - Climategate http://youtu.be/jGdbHW9Nlds #tweetcongress #michellemalkin #teaparty,1
"Belief in human role in global warming is down, but green purchasing is up. #sogb",1
What do the proponents of global warming consider normal climate change? global warming http://bit.ly/c6l90x,1
"@CalebHowe So in other words, ""Global Climate Change"" has its benefits. I could live with this.",1
"DoD's QDR says Climate change (may accelerate instability or conflict, etc.) and energy are two key security issues. http://u.nu/5x935",1
"@FrostyJane No, but sometimes I think the #Mythbusters should do an episode on this whole global warming thing. CONFIRMED!",1
! crop production Global Warming: Melting Away! | The Doc Is In,1
Climate change in U.S.: Trees in Colorado dying. Not enough water in Calif. Hurricane Katrina as act of man.    #catholicsmg10,1
Guest Article #33: Chemicals management and climate change ...: Chemicals are an integral part of the daily life w... http://bit.ly/a31dl0,1
"Attention knuckle-draggers:  The unusual snowfall in D.C. is BECAUSE of climate change, not in spite of it.  #morons",1
Another snowstorm heads for Washington--White House creating global warming office http://tinyurl.com/yj6w57j #tcot #green #politics #gop,1
Population Control and Climate Change (Part 1) http://bit.ly/cf39ly #News,1
Darn global warming! You're doin' it wrong! Where is my extended summer vacation?!,1
"RT @TeaPartyNJ: Global Warming - Wash gets record snow fall, another 20 in tomorrow.  God is clearly on the side of the cons // brilliant;)",1
:) global warming facts http://bit.ly/dccyht Facts About Crude Oil,1
DC rally April 25 http://bit.ly/cwUzaA to set the stage for Senate unveiling of new #climate change bill http://nyti.ms/csrxPR,1
As Sea Level Rises So Does The Level Of Climate Change Denial http://shar.es/aLckR via @sharethis,1
Global warming degrading Arctic faster than first thought http://u.nu/4gg25,1
"RT @bakeanddestroy: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up via @DougBenson",1
"Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up via @DougBenson",1
"RT @DougBenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",1
RT @iconicearth: Federal #Climate Change Agency Being Formed:  http://ow.ly/15aMD #p2 #eco #green,1
http://bit.ly/dmOGrA national ocean service New Federal Climate Change Agency Forming :O,1
RT @Earth_News: Guardian: Bolivia climate change talks to give poor a voice http://bit.ly/9WRxZk,1
Ways To Prevent Global Warming | Renewable Energy: http://bit.ly/cEFXtp via @addthis,1
RT @greenforyou Global Warming Makes Trees Grow Faster #green http://bit.ly/aTcHok,1
RT @Greenpeace Shrinking #water resources a major #climate change impact. Reuters #news: http://j.mp/bMktM6 #ecomonday,1
;P ways to stop global warming IPCC devil deserves its due http://bit.ly/aWcovy,1
Worse: what if we *should* be experiencing a crushing cold winter due to the solar min and we are *not* because of climate change?,1
"What would a year without summer, due only to an intense solar minimum (i.e. 1816), imply for climate change efforts? Ppl won't get this.",1
Economic and Social Consequences of Global Warming http://bit.ly/d0k9N6 association of british insurers ;O,1
ways to stop global warming ;P Are ALL of these ways to stop global warming? http://bit.ly/agw1in,1
The Audi green police will play right into all the crazy fears of the right wing global warming deniers.,1
Ocean Acidification: A Hidden Risk of Global Warming http://bit.ly/drr5Xm,1
Climate Compass | Blog of the Pew Center on Global Climate Change http://bit.ly/dpJ02T,1
RT @irun131: damn global warming...5 to 9 inches by tomorrow,1
. http://bit.ly/aqwt24 global warming facts World leaders back embattled Pachauri,1
"RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://drudge.tw/bUA5f0",1
"RT @Greenpeace Despite the sceptics, #climate change must remain a priority http://j.mp/9IpUIA",1
National preach-in on global warming happens 2/12-14. Do I hear an amen!! http://bit.ly/aiej0a,1
climate summit http://bit.ly/73s8Su Bob Geldof Talks Climate Change In Copenhagen :O,1
http://bit.ly/9UYFbO ;P Global Warming Wont Melt Ignorance g spot,1
"http://bit.ly/biclGD -Snow piles up, paralyzing nation's capital-I luv climate change,there is very mild winter in Chicago so far. WTG...",1
@GovernAmerica You're bluffing. There is overwhelming consensus among climate scientists for the basic global warming narrative.,1
acs http://bit.ly/cldU6W Enlisting a drug discovery technique in the battle against global warming,1
:)  Time Magazine Has a Problem with the Truth about Global Warming ... norwegian nobel committee,1
India forms new climate change body http://bit.ly/dzWsBx #climategate #warmers,1
"@conoverbeth I think the report is valuable in terms of visible, observable climate change impacts in the US right now (but no invlvmnt)",1
